Schlüssel;Zusammenfassung;Ursprüngliche Schätzung;Verbleibende Schätzung;Benötigte Zeit;Priorität;Beschreibung
MDK-15312;CLONE - [QPs] Produkterstellung PB A, 1.2: Berechnung BMI ohne Dezimalstelle;14400;0;1800;Medium;"Die Berechnung des BMI erfolgt ohne Dezimalstellen auf- bzw. abgerundet. Eine Auf- bzw. Abrundung ist nicht konzipiert. Im Anhang zum Prüfbericht wird das gerundete Ergebnis dann falsch als genaues Ergebnis ausgewiesen (z. B. im Prüfbogen A: 24, obwohl eigentlich 23,6; im Anhang Prüfbericht dann 24,0). 

Erwartetes Verhalten: 
Das Ergebnis der Berechnung des BMI aus ""aktuelle Größe"" und ""Gewicht"" darf nicht auf- bzw. abgerundet werden sondern soll analog QPa und QPHKP mit einer Nachkommastelle ausgewiesen werden. Die dargestellten Ergebnisse in Prüfbogen A und im Anhang Prüfbericht müssen identisch sein."
MDK-15311;CLONE - [AM] Auftragsliste aktualisiert sich nicht nach Zuweisung;14400;0;38700;Medium;"AM befindet sich in der Einsatzplanungsauftragsliste, hat zuvor 6 Aufträge via Excelimport eingelesen. 

Über den Button ""Mir zuweisen"" kann der Auftrag nicht zugeordnet werden. Das Feld ""Bearbeiter"" bleibt leer, der Zustand bleibt ""erstellt"" - nicht SOLL, aber IST. 

Klick in die Auftragsdetails (Button via Einsatzplanungsliste) und Eintrag des Bearbeiters - Speicherung erfolgt in den Details - SOLL und IST. 

Schließen der Details, Wechsel des Auftrags in der Liste: zuvor gewählter Auftrag bleibt sichtbar (Filter ""erstellt"" gesetzt), Bearbeiter wird nicht angezeigt, Zustandsänderung erfolgt nicht - nicht SOLL, aber IST. 

erneuter Klick zur Überprüfung in die Details - Bearbeiter und Zustand stellen sich anders (korrekt) dar - SOLL und IST. 

 "
MDK-15304;CLONE - [QPa] EHB Person, 12.2: Vollständigkeit;14400;0;27900;Medium;"Erwartetes Ergebnis: 12.2 Vollständigkeit auch gegeben, wenn (laut Konzept QPa 3.0) 
""a."" + mind. eine Unteroption und ""Zustand Sonde, Eintrittsstelle, Verband"" mind. 1 Zeichen 

aktuell in MDc Vollständig, wenn keine Unteroption angegeben ist und auch kein Zeichen unter Zustand Sonde --> Fehlverhalten"
MDK-15294;Validierung der DAS-Id in Pflegeeinrichtung schlägt mit 504 fehl, wenn DAS-Schnittstelle nicht erreichbar ist;14400;0;84600;Medium;"Aktuell laufen wir gegen die Test-Schnittstelle der DAS und diese ist aktuell nicht erreichbar (zum Zeitpunkt der Ticketerstellung, 13.11., ~7 Uhr morgens). Trägt der User in diesem Fall eine DAS-Id in eine Pflegeeinrichtung ein schlägt die Validierung des Feldes mit einem 504-Fehler vom Backend fehl. Ein Speichern ist nicht möglich. Hier soll eine sinnvolle Fehlerbehandlung eingebaut werden. Wie genau diese aussehen soll ist noch zu klären. 

Soll: Die ID soll nicht gespeichert werden, wenn der Webservice nicht erreichbar ist (da auch die Stichtage nicht abgerufen werden können und es später zu Probleme führen kann). Es soll eine Fehlermeldung ausgegeben werden, dass die DAS bzw. der Webservice nicht erreichbar ist und die ID nicht validiert werden kann."
MDK-15289;CLONE - [Rollen/Rechte] QP_FACHASSISTENZ_ABRECHNUNGSPRUEFUNG ohne Berechtigung kann Telefon gelöscht werden;14400;0;7200;Medium;"Der Nutzer hat keine Rechte im Auftrag Stammdaten zu ändern. Er kann aber im Reiter Beteiligte in allen Unterreitern die Telefonnummer löschen. 

Siehe Anhang"
MDK-15287;CLONE - [Rollen/Rechte] [FE] QP_STAMMDATENPFLEGE mit V-R-56-4 auch andere Stellvertreter änderbar;14400;0;10860;Medium;"Der Nutzer verfügt über das Recht V-R-56-4, damit sollte er nur seinen eigenen Stellvertreter vergeben können. Er kann es allerdings für jeden Benutzer. 

siehe Anhang"
MDK-15285;CLONE - [AM/EXL] Neue Pflegeeinrichtung (IK) lässt sich mit fehlerhafter oder fehlender Pflegeeinrichtungsart importieren;14400;0;12600;Medium;"Es lässt sich eine neue Pflegeeinrichtung (IK) importieren, deren Pflegeeinrichtungsart in der Import-Datei fehlerhaft angegeben ist. Es wird weder bei Prüfung noch bei Import ein Fehler aufgezeigt. 

!image-2020-11-11-11-19-18-486.png|thumbnail! 

Lt. V-I-24 heißt es: ""Die Pflegeeinrichtung kann nicht anhand der IK-Nummer in den Stammdaten ermittelt werden, und es fehlen Daten zur Pflegeeinrichtung welche für die Prüfung erforderlich sind. Erforderlich ist die *Pflegeeinrichtungsart*, der Prüfungsort sowie der Träger."""
MDK-15283;CLONE - [Rollen/Rechte] [FE] QP_QUALITAETSENTWICKLUNG Freigabe zurücknehmen trotz P-R-6 Recht;14400;0;28800;Medium;"Der Benutzer verfügt über das P-R-6 Recht für den Produktbaustein Audit bei einem anderen MDK, trotzdem kann er diesen nicht mehr zurücknehmen, wenn er in den Vorgang wechselt und wieder zurück in den Produktbaustein geht. 

Da der Vorgang noch nicht abgeschlossen ist und im Confluence kein Wort über den Status erwähnt wird, sollte es logischerweise wohl funktionieren. 

Siehe Anhang"
MDK-15271;CLONE - [QPs] Prüfbericht: fehlerhafte Übernahme aus Prüfbogen B;14400;0;21600;Medium;"Im Prüfbericht Kapitel 3 wurden die Bewertungen zu QA 1.1 zunächst nicht in die Produktbasis Prüfbericht übernommen. Nach dem Zurücksetzen des Prüfberichts über ""Stift""- Funktion waren die Daten übernommen worden (deshalb in diesem Fall kein Nachweis möglich). Statt dessen fehlte bei 1.1 - 4.4 die automatisierte Aussage zu den einbezogenen Personen (siehe Nachweis), die vorher vorhanden war. 
Weiterhin fehlten bei der zweiten Durchsicht des Prüfberichtes in Kapitel 3 die Punkte 3.2 und 3.3 (sowohl in der Produktbasis Prüfbericht als auch in der Navigationsleiste - siehe Nachweis). Bei der ersten Überprüfung des Prüfberichtes waren diese vorhanden. 

Erwartetes Verhalten: 
Sichere Übernahme aller relevanten Informationen aus dem Prüfbogen B in den Prüfbericht entsprechend der Konzepte Prüfbogen B und Prüfbericht. 

"
MDK-15270;CLONE - [QPs] Anhang Prüfbericht fehlerhafte Übernahme Wundbeschreibung;14400;0;10800;Medium;"Die Wundbeschreibung aus dem Prüfbogen A wird fehlerhaft in den Anhang Prüfbericht übernommen (betrifft Items ""f. Umgebung"" - ""k. Geruch"") - siehe Nachweis. Nach Rücksprungfunktion über ""Stift"" wird die fehlerhafte Übernahme zum Teil in die Produktbasis Prüfbogen A zurück übernommen, wobei noch neue Fehler (im Beispiel bei ""j. Nekrose + ""k Geruch) generiert werden. 

Erwartetes Verhalten: 
Fehlerfreie und sichere Übernahme aller Daten bei 2.3 Wundbeschreibung in den Anhang Prüfbericht. Bei Verwendung der Rücksprungfunktion aus dem Anhang Prüfbericht in den Prüfbogen B dürfen keine automatischen Veränderungen der Eintragungen im Prüfbogen A erfolgen."
MDK-15261;Einsatzplanung - Feld OE in der Auftragsliste;14400;0;16200;Medium;"IST: 
* In der Auftragsliste wird in das Feld Organisationseinheit geklickt 
* Es öffnet sich korrekterweise ein Drop Down Menü 
* Inhalt des Drop Downs ist abgeschnitten 

Soll: 
Inhalt des Drop Down Menüs soll vollständig angezeigt werden 

"
MDK-15254;[Mündliche Anhörung] Anhörung abbrechen (V-AW-56) nicht möglich;14400;0;41400;Medium;"(!) Bitte Hinweise des letzten Kommentars beachten (!) 

Nutzer/Gutachter dannenbergyus verfügt über das Recht V-R-100, das zum Abbruch der Anhörung berechtigt (sowohl über Rolle direkt, als auch über Zuständigkeit). 

Der Nutzer ist als Gutachter der Anhörung zugeordnet, die Anhörung befindet sich im Status ""In Anhörung"". 

Erwartet: Der Nutzer kann die Anhörung abbrechen, die Anhörung geht in den Status ""Anhörung aufgehoben (V-S-23)"". 

Tatsächlich: Der Nutzer kann die Anhörung nicht abbrechen."
MDK-15250;[Mündliche Anhörung] Zeiterfassung für Gutachter nicht ausführbar;14400;0;44100;Medium;"Nutzer: dannenbergyus 

Zuständigkeit Gutachter_MA verfügt über das Recht V-R-84. 

  

Mündliche Anhörung ist verplant, Status ""In Anhörung"", der Nutzer ist als Gutachter eingeplant. 

Erwartet: der Nutzer kann Zeiten und Wege erfassen. 

Tatsächlich: Der Button ""Zeiten &Wege"" wird zwar angezeigt, es öffnet sich auch der Modaldialog, dieser ist aber leer. Siehe Screen."
MDK-15247;Erneutes Anmelden nach Offline-Timeout schlägt fehl;14400;0;14400;Medium;"IST: Wenn der Client länger als 30min offline ist, wird ein Fehler geworfen und die Anwendung wird beendet. 

SOLL: Es erscheint ein Fenster mit dem Hinweis, sich erneut anzumelden und der User wird zurück zur Anmeldeseite geleitet."
MDK-15241;DateTimeGroup & DateTimeRange: Validierungsfarbe wird nicht korrekt gesetzt;14400;0;37800;Medium;"{color:#172b4d}*Ist:*{color}{color:#172b4d} 
{color}Nach fehlerhafter Eingabe in das Datumsfeld wird das Uhrzeitfeld korrekterweise rot gefärbt. Beim Fokussieren des Feldes hat dieses Feld jedoch nach wie vor einen roten Rahmen, obwohl dieser blau sein sollte. 
!image-2020-11-11-10-55-36-793.png! 

{color:#172b4d}*Soll:*{color} 

{color:#172b4d}Wenn der Fokus im Datumsfeld gesetzt ist, soll das Uhrzeitfeld ebenfalls blau umrahmt werden, bis eine Eingabe getätigt wurde (danach{color}{color:#172b4d} roter Rahmen, falls Eingabe invalide und blauer Rahmen, falls Eingabe valide).{color} 

 "
MDK-15225;[Püfauftrag] Erneutes Planung abschliessen aus Prüfung aufheben möglicherweise Fehlerhaft;28800;0;23400;Medium;"Wenn ich bei einem geplanten Prüfauftrag, egal ob TERMINIERT oder IN_DER_PRUEFUNG, auf ""Prüfung aufheben"" klicke, wandert der Prüfauftrag in den Zustand ""PRUEFUNG_AUFGEHOBEN"". Die Prüftermine bekommen einen Status ABGESAGT bei TERMINIERT und ABGEBROCHEN bei IN_DER_PRUEFUNG. 
Wenn als nächstes eine Bearbeitung oder eine Zuweisung stattfindet, geht der Prüfauftrag wieder IN_BEARBEITUNG. 
Hier ist nun wieder ""Planung abschliessen"" möglich. 

IST: 
Der Prüfauftrag wechselt wieder in TERMINIERT, obwohl kein ""gültiger"" Termin am Prüfauftrag vorhanden ist. Im Backend wird nur geprüft ob es einen Termin gibt, aber nicht in welchem Status dieser ist. 

SOLL: 
Mit [~lauenroth] abgesprochen. Die Termine werden gelöscht und nicht als Abgesagt oder Abgebrochen markiert. 

*Bitte auch mit der MündlichenAnhörung gleichziehen, da hier das Verhalten sehr wahrscheinlich identisch sein soll*"
MDK-15216;[Alle] Telefonnummer wird nicht mehr validiert - 412er bei Bearbeitung Telefon am Beteiligten;14400;0;16200;Medium;"Ist: Die Telefonnummervalidierung wird nicht ausgeführt. Es wird ein Fehler angezeigt, wenn die Daten nicht valide (z. B. nur Buchstaben) sind. 

Soll: Die Telefonnummernvalidierung soll wieder wie beschrieben funktionieren. 

!image-2020-11-10-10-24-40-318.png|thumbnail! 
!image-2020-11-10-10-24-52-442.png|thumbnail!"
MDK-15201;500er Fehler nach Login;14400;0;11700;Medium;"* Testrolle Importiert 
* Bacheremi Rolle zuweisen 
* Mit Bacheremi einloggen 
* Es kommt zu einem 500er Fehler 

  

Nachdem ich den entsprechenden Mitarbeiter des Users überarbeitet habe (Leere Pflichtfelder ausgefüllt), scheint der Fehler nicht mehr aufzutreten.  

  

Hilfreiche Anhänge: 
{code:java} 
java.lang.NullPointerException: null 
at de.mdk.bs.lib.authorization.security.PermissionAuthorityMapper.getAssignedPermissionsFromResponsibilities(PermissionAuthorityMapper.java:102) ~[lib-authorization-2.47.0.jar!/:na] 
at de.mdk.bs.lib.authorization.security.PermissionAuthorityMapper.mapAuthorities(PermissionAuthorityMapper.java:80) ~[lib-authorization-2.47.0.jar!/:na] 
at org.keycloak.adapters.springsecurity.authentication.KeycloakAuthenticationProvider.mapAuthorities(KeycloakAuthenticationProvider.java:59) ~[keycloak-spring-security-adapter-9.0.3.jar!/:9.0.3] 
at org.keycloak.adapters.springsecurity.authentication.KeycloakAuthenticationProvider.authenticate(KeycloakAuthenticationProvider.java:53) ~[keycloak-spring-security-adapter-9.0.3.jar!/:9.0.3] 
at org.springframework.security.authentication.ProviderManager.authenticate(ProviderManager.java:199) ~[spring-security-core-5.3.4.RELEASE.jar!/:5.3.4.RELEASE] 
at org.springframework.security.authentication.ProviderManager.authenticate(ProviderManager.java:219) ~[spring-security-core-5.3.4.RELEASE.jar!/:5.3.4.RELEASE] 
at org.springframework.security.config.annotation.web.configuration.WebSecurityConfigurerAdapter$AuthenticationManagerDelegator.authenticate(WebSecurityConfigurerAdapter.java:524) ~[spring-security-config-5.3.4.RELEASE.jar!/:5.3.4.RELEASE] 
at org.keycloak.adapters.springsecurity.filter.KeycloakAuthenticationProcessingFilter.attemptAuthentication(KeycloakAuthenticationProcessingFilter.java:182) ~[keycloak-spring-security-adapter-9.0.3.jar!/:9.0.3] 
at org.springframework.security.web.authentication.AbstractAuthenticationProcessingFilter.doFilter(AbstractAuthenticationProcessingFilter.java:212) ~[spring-security-web-5.3.4.RELEASE.jar!/:5.3.4.RELEASE] 
at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:334) ~[spring-security-web-5.3.4.RELEASE.jar!/:5.3.4.RELEASE] 
at org.keycloak.adapters.springsecurity.filter.KeycloakPreAuthActionsFilter.doFilter(KeycloakPreAuthActionsFilter.java:96) ~[keycloak-spring-security-adapter-9.0.3.jar!/:9.0.3] 
at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:334) ~[spring-security-web-5.3.4.RELEASE.jar!/:5.3.4.RELEASE] 
at org.springframework.security.web.header.HeaderWriterFilter.doHeadersAfter(HeaderWriterFilter.java:92) ~[spring-security-web-5.3.4.RELEASE.jar!/:5.3.4.RELEASE] 
at org.springframework.security.web.header.HeaderWriterFilter.doFilterInternal(HeaderWriterFilter.java:77) ~[spring-security-web-5.3.4.RELEASE.jar!/:5.3.4.RELEASE] 
at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119) ~[spring-web-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:334) ~[spring-security-web-5.3.4.RELEASE.jar!/:5.3.4.RELEASE] 
at org.springframework.security.web.context.SecurityContextPersistenceFilter.doFilter(SecurityContextPersistenceFilter.java:105) ~[spring-security-web-5.3.4.RELEASE.jar!/:5.3.4.RELEASE] 
at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:334) ~[spring-security-web-5.3.4.RELEASE.jar!/:5.3.4.RELEASE] 
at org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter.doFilterInternal(WebAsyncManagerIntegrationFilter.java:56) ~[spring-security-web-5.3.4.RELEASE.jar!/:5.3.4.RELEASE] 
at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119) ~[spring-web-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:334) ~[spring-security-web-5.3.4.RELEASE.jar!/:5.3.4.RELEASE] 
at org.springframework.security.web.FilterChainProxy.doFilterInternal(FilterChainProxy.java:215) ~[spring-security-web-5.3.4.RELEASE.jar!/:5.3.4.RELEASE] 
at org.springframework.security.web.FilterChainProxy.doFilter(FilterChainProxy.java:178) ~[spring-security-web-5.3.4.RELEASE.jar!/:5.3.4.RELEASE] 
at org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate(DelegatingFilterProxy.java:358) ~[spring-web-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.springframework.web.filter.DelegatingFilterProxy.doFilter(DelegatingFilterProxy.java:271) ~[spring-web-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1638) ~[jetty-servlet-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100) ~[spring-web-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119) ~[spring-web-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1638) ~[jetty-servlet-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93) ~[spring-web-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119) ~[spring-web-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1638) ~[jetty-servlet-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at brave.servlet.TracingFilter.doFilter(TracingFilter.java:87) ~[brave-instrumentation-servlet-5.12.3.jar!/:na] 
at org.springframework.cloud.sleuth.instrument.web.LazyTracingFilter.doFilter(TraceWebServletAutoConfiguration.java:139) ~[spring-cloud-sleuth-core-2.2.5.RELEASE.jar!/:2.2.5.RELEASE] 
at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1638) ~[jetty-servlet-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.springframework.boot.actuate.metrics.web.servlet.WebMvcMetricsFilter.doFilterInternal(WebMvcMetricsFilter.java:93) ~[spring-boot-actuator-2.3.4.RELEASE.jar!/:2.3.4.RELEASE] 
at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119) ~[spring-web-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1638) ~[jetty-servlet-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201) ~[spring-web-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119) ~[spring-web-5.2.9.RELEASE.jar!/:5.2.9.RELEASE] 
at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1638) ~[jetty-servlet-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.servlet.ServletHandler.doHandle(ServletHandler.java:567) ~[jetty-servlet-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:143) ~[jetty-server-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.security.SecurityHandler.handle(SecurityHandler.java:578) ~[jetty-security-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:127) ~[jetty-server-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.server.handler.ScopedHandler.nextHandle(ScopedHandler.java:235) ~[jetty-server-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.server.session.SessionHandler.doHandle(SessionHandler.java:1610) ~[jetty-server-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.server.handler.ScopedHandler.nextHandle(ScopedHandler.java:233) ~[jetty-server-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.server.handler.ContextHandler.doHandle(ContextHandler.java:1377) ~[jetty-server-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.server.handler.ScopedHandler.nextScope(ScopedHandler.java:188) ~[jetty-server-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.servlet.ServletHandler.doScope(ServletHandler.java:507) ~[jetty-servlet-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.server.session.SessionHandler.doScope(SessionHandler.java:1580) ~[jetty-server-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.server.handler.ScopedHandler.nextScope(ScopedHandler.java:186) ~[jetty-server-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.server.handler.ContextHandler.doScope(ContextHandler.java:1292) ~[jetty-server-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:141) ~[jetty-server-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:127) ~[jetty-server-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.server.Server.handle(Server.java:501) ~[jetty-server-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.server.HttpChannel.lambda$handle$1(HttpChannel.java:383) ~[jetty-server-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.server.HttpChannel.dispatch(HttpChannel.java:556) ~[jetty-server-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.server.HttpChannel.handle(HttpChannel.java:375) ~[jetty-server-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.server.HttpConnection.onFillable(HttpConnection.java:273) [jetty-server-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.io.AbstractConnection$ReadCallback.succeeded(AbstractConnection.java:311) [jetty-io-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.io.FillInterest.fillable(FillInterest.java:105) [jetty-io-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.io.ChannelEndPoint$1.run(ChannelEndPoint.java:104) [jetty-io-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.util.thread.strategy.EatWhatYouKill.runTask(EatWhatYouKill.java:336) [jetty-util-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.util.thread.strategy.EatWhatYouKill.doProduce(EatWhatYouKill.java:313) [jetty-util-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.util.thread.strategy.EatWhatYouKill.tryProduce(EatWhatYouKill.java:171) [jetty-util-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.util.thread.strategy.EatWhatYouKill.run(EatWhatYouKill.java:129) [jetty-util-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.util.thread.ReservedThreadExecutor$ReservedThread.run(ReservedThreadExecutor.java:375) [jetty-util-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:806) [jetty-util-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at org.eclipse.jetty.util.thread.QueuedThreadPool$Runner.run(QueuedThreadPool.java:938) [jetty-util-9.4.31.v20200723.jar!/:9.4.31.v20200723] 
at java.lang.Thread.run(Thread.java:748) [na:1.8.0_232] 
{code}"
